Emotion,Sentence
0,썩을 코로나 신랑한테 박일 간의 자유를 받았는데 언니한테 연락 와서는 상황이 심각하다며 오면 안 될 거 같다고 결국 못 간다 못 가진 자 욕 나오게 화남 썩을 코로나 화가 난다
0,지원 후 매일 동네 마실 거 이는 친구랑 있는 게 요즘 더 좋은가 봐 벌써 이러기야 칫 살 공주 막내딸 남매 맘 미친 코로나 화가 난다
0,충청남도천안시사랑제일교회관련명확진자발생사랑제일교회전광훈목사구속그냥미친놈충남천안관련자명확진천안시천안확진자사랑제일교회발확진자오마이가쉬화가난다검사받아라전화안받고숨지말고검진받으세요이기적인인간들아저는알바유제시카알바이사태로또가게문닫으면그래서나또백수되면진짜그사랑제일교회인지뭔지진짜불질러버릴라니깐빡침뽜이아뉴스광장박주경앵커
0,울뚜니오또케스트레스코로나결혼식어떻게내덩생화나소오또케화가난다띠바
0,첫 줄 안녕히 거시만 천 원짜리 닭볶음탕이시다 감자 한 조각 들어 있더라 아무리 한 철 장사라지만 너무하네 비싸지만 맛이 없어 닭볶음탕 화가 난다
0,화가난다화가유아물감놀이유아아이용인맘코너랩
0,큰딸 세상에서 코로나 바이러스 제일 싫다고 말하는 살에 진이 사람들이다 마스크 쓰고 다니는데 왜왜 이케 코로나가 안 없어져라고 물어보는 예진이 이젠 예진이 앞에선 뉴스도 못 보겠다 화가 난다
0,미국판사랑제일교회미국판전광훈목사같은정신한오백년나간목사교회확진자일파만파미국판사랑제일교회미국판전광훈목사닮은꼴전광훈목사사랑제일교회정신나간미국교회확진자일파만파마스크벗고설교하고다닥다닥붙어서박수치고말하고지옥의불맛을곧보겠군지옥의불맛정신나간애들천지빼까리뉴스광장유채림아나운서
0,어린이집휴원휴얼집또휴원다시시작인가이게먼가요그냥모이지말라면말았어야지정말욕나오네휴원집콕시작인가화가난다줌마그램대세세두아들일상그램확찐자안되기영등포구신길동대방동
0,팬티 먹사 화가 난다
0,합숙 일차 간식으로 거리 좁히기 잘 지내고 있는 중 나이 좋아도 우리 동네 코로나 확진자 증가로 나갈 수가 없다 화가 난다 우리기 들 밤 산책 가자
0,의료인선량한시민들도라이들아좀잠잠해지나싶었는데주말동안겁나확진자폭발약속다취소하고이연휴이급집콕화가난다코로나그만그만좀해인간들아여기저기터지는코로나다시사회적거리두기월급반토막각
0,동선 좀 불안해 미침 아우 초기 대응이 왜 이래 예전엔 금방은 방문자로 알려주더니 지금은 머야 공무원들 돈 받고 일제대로 안 하나같은 아파트 확진자 떠서 불안해 화가 난다 제발 알려주세요 동선을 나이 드신 분들 문자 보내주세요 안 해요
0,종일 확진자 추가분 다 제발
0,새벽 시기상 쉬는 날 이곳에서 막노동 중 사고 대차는 캐리어 기사한테 부탁했다 다른 곳으로 배차 가서 날 나가고 화가 난다 덥다 더워 졸리다 불장난 폐기물 처리 문흘 계곡 일상 그램
0,아침부터 화가 난다 울 엄마가 다 죽어가는 다육이 살려 낫는데 저 생후 사고뭉치 화가 난다 표정은 불만 가득 방귀 뀐 놈이 성낸다더니 딱 그 꼴이네
0,오늘 유치원 도시락 반찬 탕수육 소고기 미역 국어 제군 만두 나오는 날이라서 새벽에 일어나 굴림 만두 만들어 보냈더니 보온 도시락 뚜껑을 혼자 못 열어서 반찬을 하나도 못 먹고 고대로 가져왔네 살 고사리 손으로 어떻게 여냐고 아 진짜 뭐 하자는 거지 화가 난다 짠한 내 새끼 엄마가 미안해 휴가도 못 가고 방학 동안 집에 콕 내일부터 연휴 하고 싶은 거다 해 유치원 도시락 엄마표 도시락 아토피 알레르기 식단 관리
0,스트레스에는 역시 매운 거스 트레스 요즘 기사와 댓글 보면 정말 화가 난다 그럴 땐 역시 매운 음식 막창구이 매운 막창
0,상황이 나의 기대에 따라 흘러가지 않을 때 사람들이 나의 기대에 부흥해 주지 않을 때 목표를 능력에 비해 비현실적으로 설정했을 때 마음에서 일어나는 감정 또는 생각을 통제하려 할 때 화가 나는 것 같아요 생각해보면 화는 외부환경이 아니라 제 마음속에서 생기는 것 같아요 화가 날 때 잠시 멈추고 내면을 다스릴 줄 아는 성숙한 사람이 되고 싶어요 그로우 커넥트 그 로커 챌린지 비가 주룩주룩 화가 난다
0,컴플라이언스 미국 실화 보이스피싱 권력에의 굴종 역겨운 실화 화가 난다
0,아 그만 좀비 좀 그 만화가 난다 골프장 가서 밥 먹고 와야겠다 골프 못 쳐서 화가 난다 골프 중독
0,화가 났어요 생후 일화가 났다 밥을 달라
0,운동가는길왠지상쾌하다며신나다가그이유가마스크없음이라는걸알아버려다시집으로올라가는바보새끼화가난다
0,자유부인마지막날보기좋게넘어짐자빠짐십여년만에홀라당도가니나갈뻔쓰쓰라림화가난다아파트현관입구서아주그냥일본서사온접시다깨먹고챙피하고아프고낼모레마흔덜렁이일단먹어
0,화가난다저번주에치킨브레스트햄시켰는데다른거옴잘못보내놓고휴가감오늘다시왔는데또잘못보냄내일저녁에나바게트샌드위치에그마요샌드위치가능할꺼같아요
0,저녁에 간 닭 한 마리 집에서 식당 직원이 가스불 켜주고 가자마자 타닥타닥 소리 나더니 가스레인지 위에 받침대로 올린 철판이 갈라지다 터 집 내 쪽으로 파편 다 튀어서 팔에 화상 입었는데 사과는커녕 괜찮다고 옆자리에 다시 불 켰는데 또 터질 듯한 타닥거림 화상은 내가 입었는데 사과 한마디 없이 보지도 않고 자기가 계속 괜찮다고 결국 너무 화나서 나옴 정말 상식 밖 화상 화가 난다 상식 이하 최악 식당 우울 통증 화상 입음
0,종일잔소리듣고삐진아이라인문신현미아줌마사춘기아들삐뚤어질테다서러움폭발화가난다격리생활일상한컷오늘도전쟁중두려울게없다캣초딩시절지금도아기돼지냥이성장기우리집연예인
0,다시 또 코로나 사회적격리 시작아 옥화가 난다 헬스장 마지막 날 이제 못 옴 분노의 질주 분노의 달리기 나이키 러닝 기록 단축
0,흐음거의일주일만에하는반묶음머리요즘기분이상당히좋지않다그래서셀카도화난표정으로나온듯하네뮤지컬도못보고휴가때할것도없고회사팀바뀐이후로적응하나안되고밥같이먹을사람도없고등등아몰라여러가지이후로좀우울함내최애아이즈원채연이까지아프고속상속상언제행복한일이가득할까주말화가난다셀카그램
0,비가엄청온다밭에가요주말농장화가난다토끼들닭들너낸좋겠다아빠가지극정성이심난비쫄딱맞음선팔하면맞팔가요농장스타그램좋반일상스타그램둘째의서러움아빠이건주말농장이아니라농사야아니이렇게비가오는데비그치고오후에갈수도있는데아침시부터가야한다고닭들토끼들배고파서굶는다고가보니사료왕창차있네일다끝나니비그치고참토마토다터친다고따오래서반항으로안익은것도따오기
0,다 부숴버림 주차장에서만 두 번째 출근하러 가서 차만 부시고 온다 너무 비싼 수리비 폐차가 답 화가 난다
0,마천동다둥이그램우리포동이엎드려뻗쳐귀요미요즘너의땡깡으읔화가난다
0,화가 난다 이놈의 날씨 더워요 습해요 찝찝해요 끈적여요 일상 군산 퇴근길
0,새로운 직원 일만에 또 나가버리는 거실화냐 하니 답이 다 나도 빨리 벗어나고 싶다 두 명이서 개고생하고 내일도 더더욱 개고생이네 화난다 직딩 출근 퇴근 하늘하늘 사진 오늘 하루도 수고했어 출근길 하늘 퇴사하고 싶다 도망 잠시 어이가 없네 사진 좋아요 사진 그램 화가 났다 화가 나
0,스타벅스 서머 레디 백스 벅 호구 화가 난다
0,철이나 종 경기 팀 닥터 불법 의료 행위 성추행 폭행 가혹행위 새끼 개새끼 경주시청 철이나 종 팀 닥터 가혹행위 성추행 폭행 폭언 불법 의료 행위 무자격 무자격 시술 대한 체육회 최수현 선수 경주시청은 자격증도 없는 이 새끼를 팀 닥터로 쓰고 수년간 선수들에게 폭행 폭언 거기 다성 추행에 불법 시술까지 와이 미친 새끼 이제서야 인정하고 죄송하다고 진작 좀 그러지 최수현 선수 살아있을 때 이 새꺄 한심한 경주시청 썩어빠진 스포츠계 부정부패 대한 체육회 병신들 천국이게 대한민국의 현실이 다 같은 뉴스광장 유태림 아나운서
0,화가 났다
0,살아있다 잠실 자동차 극장 영화 보고 나서 화가 난다 그래서 내가 살아있다는 것을 느껴주는 영화
0,일상스타그램주말스타그램여행스타그램군산스타그램군산먹방군산편한일옥지린성물고기자리진짜물고기자리만안망했음완벽한먹방이었는데화가난다
0,화가난다친정엄마가택배보내주셨는데아이스박스깨져옴로젠택배최악휴
0,나는 스트레스받으면 먹는 걸로 푸는 뎅 너무 화나고 속상한 날 화가 난 다 먹어도 안 풀리네 잠도 안 와 어쩔 속상해
0,하체운동은가뜩이나작은키더작게만들어주고몸이너덜너덜해짐걷기시름너덜너덜아오씨화가난다걸어가면서소리지르기전화해서시비털기니혼자바나나먹니식단안흔드매배신이다재미지네걷기러닝일상목요일
0,끝이 없는 지긋지긋한 장마 대체 언제까지 화가 난다
0,화가 났다 별 이 집고양이 집사 갑자기 화가 난 별이 형이가 괴롭혔소
0,코로나죽어라화가난다화가되다키즈칼림바키즈쓰담칼림바내가그리다갤럭시노트마이비스킷돈주고배운효과가내머리속이어지러울때악기연습도잘안된다아무생각없이그리는일러스트재밌네
0,혼자만의시간으로에너지를채우는요즘나를몰아치는게많아서화가난다오늘퇴근은북카페청명로사장님추천해주신그림책을읽으니뭔가찔림나의가시정지우작가아픔이안에서너무커버리면꺼낼수가없어너무오래가시를갖고있지말자북스타그램
0,화가 났다 화가 났다 화가 난다 원망 원망스럽다 상황 세상 나 현실 신신이 있다면 데일리 에세이
0,아들이찍어준사진아빠는지금게임중그만해라한시간반째마눌화가난다섹쉬궁딩팡팡팡
0,운전연습주차연습하다가빡침기둥뽑아버리고싶다주차연습주차어려워운전연수운전연수중초보운전초보운전연수초보운전의길화가난다나도내가무서워요운전스타그램일상스타그램주말그램주말일상데일리
0,오백 베이컨 박스 월 구성 밤 마실 오징어 맥주 눈으로 욕하는 중화가 난다 피숑 메이 미용 시급함
0,배그 요즘 다들 나한테 왜 이래 화가 난다
0,전회사낸테왜이러는거야어제오랜만에와서반갑기도했지만부담스러움이더컸고이런저런생각들게해서사람왠히갠지심란하게만들더니오늘아침이렇게빅엿을주나내가사진찍을때부터알아봤다진짜이럴것같아서엄마한테이야기했었는데말햇던상황그대로화를다스리려고해도화가난다빡이친다화가난다쏘앵그리
0,첫줄어이가없어서참나월요일날얼굴에두드러기나서쌍용동피부과갔는데덱사랑약처방연고처방받아서발랏는데화요일날더번져서다시방문했더니연고가안맞는거같다고다시바꿔주더라그래서불안해서나아지겟죠이랫더니나아진다고하시길래발랏더니밑으로더번지고후끈거림일하다가가는거라어제보다상태안좋다전화로접수가능하겠냐불안하다라고이야기했는데무조건안된단다상황설명원장님한테직접하라고하드라그러면서직접접수고대기하라고그래서사정이야기하고내려가서접수하는데분명히번째였는데어느순간보니번째로밀려있고그리고진료보는데내가안나아지는거같다불안하다잘못된거아니냐이랫더니자기잘못이라고이야기하는거냐이야기하시더라그러면서기분나쁘시다는투로짚고넘어갈문제라고화내더라내가그래서그럼제잘못이냐하라는대로햇는데더안좋아지니하는말이라니그럼내잘못이라는거네요이런식으로답변뿐그러더니의뢰서써줄테니큰병원가라고그러다하루보고안나아지면내일큰병원으로가라고안보이는곳도아니고서럽다증말비추천피부과쌍용동거지같아심난하다우울해내탓이래요다뒤집어짐화가난다어이가없어서웃음이멈튜질않는닼
0,짜증 난다 그만두고 싶다 화가 난다 퇴근 후 피시방 스트레스 폭발 서든어택
0,구해줘홈즈보다가집이너무좋아서화가난다화나니까먹는다스트레스엔먹방오랜만에핫도그야식타임십분내로하우스탐난다
0,참 아침부터 화가 나네 줄 서고 있는데 끼어들기 하면 어쩌라고 참내 진짜 아침부터 욕 한 바가지 하고 싶지만 아침부터 화가 난 다른 사람들 줄 서고 있는데 왜 세치 기하냐고 몰상식한 사람
0,먼가 개화 나고 무기력한 날이다 화가 난다
0,일만에 울산에 코로나 확진자가 나왔다 사부작사부작 다시 하여 쥬니의 일상을 시작했는데 다시 멈춤으로 돌아가야 하다니 제발 모두들 조금만 더 참고 조심해주세요 그래야 다 같이 행복할 날이 더 빨리 오지 않을까요
0,잘안우는우리아들집에오자마자눈물펑펑살남자애가갑자기뒤에서등을물었다네갑작스런돌발행동으로아무도말리지못했다고죄송하다고아승질나얼마나아팠을까얼마나아팠을까살아들눈물펑펑엄마맴찢물려옴아놔화가난다보면볼수록열받아두아이맘수난시대속상해
0,몇 년에 한 번 먹을까 말까 한 랍스터 랍스터 부수기 뉴욕바닷가재 평택 맛 집 양념구이 애들은 안 먹어요 비싼데 남겨서 화가 난다
0,이래서 추파 지옥이라는 건가 추피 갖다 버리고 싶음 추피 책 덕에 늦은 육 퇴화가 난다 시부 터 추피 책권을 갖고 오더니 안 자고 책만 보는 녀석 때문에 열시에 불 껐더니 분을 울고불고 그러다 책보다 가열한 시에 다시 불 끄니 대성통곡하는 아이 원래 밤잠은 규칙적인 아이인데 오늘은 열한시가 넘어서야 그것도 울다가 잠드셨다 놀다가도 자러 가자고 하면 짜증 없이 잘 자는 아이인데 며칠 잘 때마다 추피를 들고 오더니 밤잠 시간이 꼬여 버렸다 아무리 봐도 추파 책은 그림도 단순하고 예쁘지도 않고 사운드 북도 아니고 조작 북도 아닌데 얘 왜 이러나 싶은 오늘
0,이 이게 뭐 드디어 더위 먹고 미쳤고 나와 이번 스트레이트 이게 무슨 일이야 하아 화가 난다
0,구름이 언니가 놀려서 화가 났죠요 구름 스타 그램 구름이 개 해 구름 몰티즈 흰둥이 반려 견 일상 댕댕이 강쥐 화가 난다 복수할 거다 언니 두고 보자
0,보라매공원에이렇게예쁜개버리고간사람빨리데려가세요굶으면서주인기다린대요보라매공원산책유기견키우다버리지마세요밥도안먹고주인기다리는중개불쌍순둥이벌러덩이렇게착한데왜버리냐화가난다에효개스타그램멍스타그램
0,일산봉평메밀막국수이맛이아닌데화가난다으으으맛도바뀌고얼음도안줘서미지근한데불친절해서다신안올겨
0,죽어 마땅 공개 마땅 일상 스타 그램 화가 난다
0,컨디션개꽝골프장만좋으다소노펠리체개퍼터다안맞아화가난다
0,셔틀 동승 선생님 학습관리 선생님을 하면서 제일 먼저 하는 일은이다 그런데 화가 난다
0,일하다가 발에 물이 쏟아짐 한쪽만 말리는 중 양말 젖음 찝찝하다 언제 말라 화가 난다
0,화가 난다 갑자기 짜증 나는 일이 생각이 나서 매운 걸로 스트레스를 풀어보려고 불닭볶음면먹었는데요 너무 매워서 더 화가는 거 있죠 컵라면 매운 음식 매울 때 우유가 최고
0,아 진짜 제발 애들 보는 게 힘들면 직업을 바꾸라고 왜 죄 없는 애들을 때려 이런 뉴스 보면 손이 부들부들 떨린다 어린이집 학대 제발 이제 그만 저 아이 너무 안쓰러워 죽겠다 엄마로써 화가 난다 미친
0,주말 저녁 최애 음식 중 하나 간장게장 맛은 있는데 꽉 찬 알이 안 보임인 당원인데 알이 없는 게 말이 돼 화가 난다 이 집은 양념게장이 더 맛난 걸로
0,복잡한 감정 정리하자 화가 난다 생각이 너무 많아 힘든 하루 자제가 안 된다 쉬는 게 쉬는 게 아니야
0,이사첫날집에홍수가낫다이게무슨일이야피곤이개피곤되는순간이네분노글귀세탁기홍수물벼락개피곤이사첫날화가난다
0,참외젤맛있다삼립쓱닭쓱닭맛없는닭가슴살진짜맛없음맛없어화가난다
0,아빠의 배신 나는 화가 난다 제일증 말 이러기냐
0,음악에 맞춰 과자를 먹는 다음악분수 보라고 과자 그만 먹고 마스크는 집어던짐 화가 난다 육아 기록
0,인 스타 해킹 당함 해 징조 심화가 난다 결국 예정도 다시 팜 짜증 오만 개
0,서산에서 택시 타고 천안 가는 중 택시비로 대략 투뿔 한우 배 터지게 먹고 포장할 수 있네 시골버스시스템 분노 유발 화가 난다 택시 안에서
0,시리얼 견과류 고구마만 개먹고 버텼는데 캐러멜을 못 잃어부질없다 탄수화물 줄이니 화가 난다
0,아닠화났또진짜화내는가너무귀여운거아니냐궁저기허리에손올리곸최대한화난표정하는찬또미치게땈진짜이찬원사랑의콜센타찬또는화낼줄몰라요화가난다화가나도귀여우면어쩜좋아
0,왜그러니대체이유를알수가없구나이유좀알자땡강쟁이야화가난다꿈비보고있나
0,빡쎈하루신랑출퇴근해주기아침산행아들이랑두시간걷기나혜오산서잡아옴학교준비물챙기기벼락숙제하기내일은더빡쌤나혜등하원추가신랑도시락추가개피곤나좀살려주세요초등개학생각있는거니없는거니화가난다욕나온다그램학년먼저개학개짜증우리애기잘할수있냐니키작은거놀리면어카냐고또빵점맞음어쩌냐고
0,기분 망쳤기 분 엉망진창 화가 난다 유 씨 짜증 백만 개 날씨도 꾸리꾸리 어디 가서 풀지
0,비디오 판독 도입 시급 고생하셨습니다 농구스타 그램 컴투스 프리미어리그 한울 건설 파이팅 고양 스타필드 화가 난 다선 수 보호 차원에서 비디오 판독 도입 시급
0,생각 사념 모든 걸 생각하게 한다 도대체 이화를 어떻게 내리지 순진하면 그렇게 해도 된다는 말 인가화 화가 난다 이렇게 화가 나는구나 생각일 상
0,세상엔삐뚤어진사람이참많은듯나는삐뚤어지지말기로급매운게땡긴다요혼꾸녕감화가난다직딩그램웃어야지일상소통걷기확찐자계속찌는중걷는여자
0,서울에서도팀호완즐기기담엔새우샤오마이백개먹어야지새우샤오마이존맛탱차슈바오번색다른맛사천완탕내가좋아하는맛춘권오맛있오차슈볶음밥그저그럼홍콩에그타르트화가난다절대먹지말것그래도또가고싶다
0,내가 아는 사람 중다리가 젤 길고 얇음 화가 난 다 익어보지도 못한 옷 입어볼 생각도 안 한 옷 창원
0,진심 살인 충동을 느낀 다우리 집 바로 옆인데 마스크 간헐적 착용 인천 아줌마 코로 나가다가온다 우리 집 바로 옆 진짜 못 나가겠다 이 다른 자야 미친 거냐고 마스크 쓰라고 망할 코로나야 제발 좀 꺼져라 화가 난다 열받는다 그램 속 터지네 정말 일상 소통 맞팔
0,와 진짜 장난하냐 한국에서 데뷔하고 년 만에 앨범 내주는 게 한국 가순데 화나 근데 행복한 건 행복한 거 콘서트도 해주라 장난하냐 데뷔하고 년 이제서야 첫 앨범 발매한 국가 수다 화가 난다 근데 행복해 기대하고 있어요 콘서트도 해주세요 슈퍼주니어 슈퍼주니어 엘프
0,오전부터비도오는데개념상실한양반들이짜증나게하네남의영업집에저런차량을입구에똭막아버리고전화번호도없고막상와서는쳐다보기만하고그냥빼려는어의없는행동내가나보다위인분들에겐왠만하면말안하는데최소한미안하다고는해야하는거아닌가비맞으면서한마디했음자식들도그리인성가르치셨어요나이드셨음나이값을하셔야죠라고국민세금으로돈버는인간들아그돈으로살고있음똑바로일하시요엔와이모터스도로청소차상록수청소차개념없는어른화요일이라그런가화가난다
0,휴대용손소독제가방안에넣고나갓다내가방이랑지갑다샤워햇음겁나짜증나네휴대용인데용기를이렇게허접하게만들면어떻게휴대용은손으로들고다녀야는거야가방안에넣지말고뭐이런휴대용이다있어화가난다이런불량손소독제휴대용손소독제몽디에스수딩에센스는좋은데손소독제는개떡같다
0,하이너무너무답답해서결국나도뛰쳐나왔당서산스타벅스호수공원점에디카페인프라푸치노사러갔는데마스크도안쓰고공부하는사람들넘나많음우린밖에서한적하게바깥바람쐬기후태교여행도가고싶은데거의포기했음빨리백신나와서코로나걱정없이다녔음좋겠다우리까꿍이태어나기전에이뤄졌으면코로나언제끝나화가난다
0,다시 집으로 코로나가 잠잠해지는 것 같아 지난주부터 원에 가기 시작했는데 결국 다시 집으로 화가 난다
0,사람없는야외로바람쐬면서답답함해소했었는데다시금지망할클럽인들때메다시집콕생활야외콧바람쐬러아빠와아들사랑스러운투샷당분간안녕우씨클럽인들망할코로나다시집콕신세화가난다
0,뉴스 보는데 넘화냐 내요 억울하게 아무것도 모르는 아이들도 피해를 입고 모두 코로나 조심하기만을 요 모두 조심해서 코로나가 종식되기만을 초등학생들도 다 조심하는 요즘인데다 지키면서 온라인 수업 힘들어해서 학교 가고 싶어 하는 아이들도 많고 마스크 쓰고 수업받고 공부하는 모습 보면 너무 안쓰러운데 어른이라면 아이들의 본보기가 되어야 하는데 이게 뭔지 모두 모두 항상 조심하시기를 요코로나 사라져라 뉴스 보다가 화가 난다 클럽이 뭔지
0,화가 난다 남의 편이랑
0,와 어제와 똑같은 스케줄 오래 쉬다가 갑자기 걸어서 그런지 발가락에 물집이 잡혔다 신랑 아침밥으로 매콤한 제육볶음을 해주고 난 시너지 디톡스 도시락을 냠냠했음 나 자신에게 박수를 오늘은 다른 길로 걸어보았다 역시 가던 길이 제일 좋았다는 하하 남편 이날 너무 힘들게 한다 굳이 이 시국에 치킨과 햄버거를 내 앞에서 먹었어야 했나 다 먹고 치우지도 않아서 더 화가 난다 후 심호흡하고 오늘도 잘 먹었습니다
0,클럽발코로나화가난다그들의무책임함과이기심에화가난다개월인내딸은월부터식당교회어린이집카페등등사람많은곳을못가다보니어느순간낯선곳에가면고개도못드는쑥스럼쟁이가되었다근데클럽이닫으니포차에간여재애가인터뷰에서주머니에마스크가있긴한데하루종일낄순없으니까요걸릴사람은다걸린다고생각해요내딸은저어린게나가면마스크끼고벗으면혼나는데월부터는어린이집에보내볼까했다근데이생활이또시작되나보다하필라엘이도질풍노도의개월분노의지아름
0,초등 온라인 수업 친구 얼굴 그리기 친구 얼굴 그리라 했더니 자기 얼굴 그려놓고 어차피 나 지금 친구 없잖아 짠함 코로나 너 때문에 우리 아들 외롭다 언제 꺼져줄 거니 화가 난다
0,마치 개학은 닿은 듯 말 듯 화가 난다 하늘 팔로워 늘려주세요
0,화가난다아놔월요일부터애들등원시키려했는데개스브랄것들이날도더운데왜쳐붙어서부비부비그만좀질척거리고주만참고살아라아나의자유부인꿈은요단강건너는소리가들린다더워죽겠고만아세상드러운욕을다싸발라버리고싶다클럽안가면죽냐술안쳐먹으면죽냐고점점확진자숫자늘어나는거보니짜증짜증이느므마스크사는걸언제까지해야되냐고나의자유부인안녕날도겁나빨리더워지네아욕이언제끝나겠어
0,집에서 애들이랑 부모랑 학교에선 선생님들이 피똥 싸며 온라인으로 교육을 시키고 있다 솔직히 힘들 다이제 개학 좀 하나 했더니 몇몇 개념 없는 들 이 나라를 다시 뒤로 돌려놓네 애들도 코로나 이겨내게 매일 기도 한 달 쪽팔린 줄 알아라 욕을 할 수밖에 없다 코로나 꺼져 제 발화가 난다 지친다 온라인 학습
0,화가 난다 선량한 국민들 또 한 번 분노 이태원 클럽 갔던 용인 확진자 접촉 자명 집단감염 우려 방역당국이 이 신종 코로나 바이러스감염증이 확진된 경기 용인시 거주 남성 씨와 접촉한 명에 대해 역학조사 중이라고 밝혔다 권부 본부장은 코로나가 상당히 다루기 어려운 병원체라고 말한 것은 무증상도 있지만 증상이 발현되기 이틀 전 이미 왕성하게 바이러스가 배출되기도 한다며 따라서 이미 증상 발현점에 어떤 밀집된 장소에서는 충분히 감염이 일어났을 가능성이 있다고 판단한다고 덧붙였다 이와 관련 이재갑 한림대강남성심병원감염내과 교수는 과거 요양 시설 확진자 사례에서 가량이 코로나 증상 발현 전 바이러스가 배출된 것으로 확인됐다고 설명했다기 사 제공 발췌
0,딸내미 어릴 때 사진 찍었던 곳이 카페로 날씨 뭐냐 얼굴 익었는데 뻘겋다 우리 셋이 찍은 샷건 지고 싶은데 아비가 찍은 사진은 휴지 통행 화가 난다
0,이때도잼났는데고작몇달안됬는데미친코로나화가난다힘내자못만난다고고만승질내
0,저녁 감성 화가 난다
0,열받았을 때는 달달한 와플이 최고 질 좋은 사람한테 하소연하면서 달달한 거 먹으니까 그나마 화가 삭혀진다 모던 테이블 서면점 와플 맛 집 서면 카페 화가 난다 상식이 없는 사람도 많구나
0,아좀짜증났던어제가안끝나고오늘까지따라왔댜번역기돌려서대답하는거같은답답해뒈져버릴꺼같은답변겨우받은취소이전에새벽배송받을때알비백안내놔서추가로받은게있어서어제반납하려고기존꺼랑반납할꺼랑어플에서본순서대로내놨더니내꺼가져갔어지저분한걸남겨놓고갔어화가난댜눈뜨자마자분노알비백내꺼내놔아침부터화가난다이럴꺼면순서는왜정했나
0,내사랑성유준아빠가아이스크림을주지않아화가많이낫다성유준아기태어난지일째되는날아빠는맨날맛잇는걸혼자먹다니유준이도달란말이야아스크림먹어본아기화가난다침흘리며달라고난리너무웃기고사랑스럽다좀더크면먹자아빠가많이사준대육아스타그램연년생형제연년생맘임산부그램
0,첫 줄 사랑하는 사람과 함께 임금님 카무플라주 주말 나들이 일산 호수공원 튤립 꽃밭에서 먹고 또 먹고 계속 먹고 예술의전당 한가람미술관 카스틸리오네 전화가 난다 사진은 추억을 남기고 남는 건 사진뿐 모두에게 좋은 사람일 필요는 없다 선팔 댓글 맞팔 칼 맞팔인 친환경 정보 공유
0,백수 일상 일차 장생포 울산 여행 코로나 때문에 문화마을 휴관 화가 난다 삼산동 양궁장
0,렌터카 훔쳐 사망사고를 낸 대 엄중 처벌해주세요 대한민국 청와대 밥 먹으며 티브이 보다가 욱해 서청원에 동참해주세요 미성년자라고 법에 보호를 받는다니 차를 훔치고 주유소를 털고 가게를 털고 아무렇지 않게 페이스북에 사진 올리고 진짜 죽이고 싶다 부글부글 촉법소년법 개정 필요 화가 났다 부글부글 죽이고 싶다
0,화가 난다 얼굴이게 뭐냐 아파서 누워있었더니 그새 사고 침 둘째의 만행 속상해
0,시험 이일 남아 열심히 공부를 하고 있는데 문자가 왔다 시험 취소 안내이게 머야 화가 났다 스트레스 짜증 나
0,하월요일은넘바빠일어서기실패링채우기실패화가난다
0,주말이 더 힘들다 부활절 예배만은 꼭 가야 했나 응 지금 교회 안 간다고 하나님이 뭐라고 안 할 텐데 화가 난다
0,우리 아빠의 얼굴을 그려보세요 하아 아내가 그려준 아이 교육용 남편 얼굴 고마워 잘 생겼네 미래의 범죄자 화가 난다 두고 보자
0,한집에서 물이 뚝뚝 떨어져서 물 받아 보신 적 있으신가 여아 놔 진짜 몇 번째니 욕 나오네 진짜 오래된 집 절대 안 들어갈 거야 앞으로 다시는 들어갈 일도 없겠지 만 화가 난 더 물 받고 있는 중
0,아는 형님 보다가 너무 심각하게 공감이 되어서 들고 와 봄 아직 코로나 사태가 종식이 된 게 아님에도 불구하고 마스크 안 쓰고 돌아다니고 너무 아무렇지도 않게 입도 안 가리고 재채기를 해대는 사람들을 보면서 저 말이 너무 공감이 간 정말 돌 빨았냐고 묻고 싶더구먼 그리고 나는 괜찮겠지 갑갑해서 못하겠어요하는 당신에게 바치는 두 번째 멘트도 너무나 찰떡 아직도 최전선에서 노력해주시는 의료진의 노고를 조금이라도 안다면 그렇게 돌아다니지 맙시다 코로나 조심 코로나 꺼져 아직 끝이 아니 다마스크 필수 마스크 좀 쓰고 다녀라 기침 매너 지키기 입 가리고 기침해 입에서 때 나온 다화가 난다
0,오늘 일정 또 꼬였네 하나 꼬이면 도미노처럼 꼬이는 화가 난다
0,아놔한달전에산쓰레기마스크반품신청햇는데아직도환불못받음전화에문자까지다씹어서다른사람들한테물어보니다교환받앗다고한다화가나서저나햇드니오늘은전화를받네한달전에마스크반품신청한거어찌댓냐고햇드니모른척한다에레기잘먹고잘살아라이런식으로장사하면얼마못가망할꺼다아직도버젓이장사는하고잇음루시스토리루시네창고화가난다아직연락없음쓰레기마스크마스크사기꾼마침택배도착헤어클린트먼트택배받고화삭히는중사진과다른내용
0,진짜 어쩜 들 그래요 진짜 정치가 스트레스 고담시가 따로 없다 화가 난다 우리 동네도 노 답인 듯
0,그럴 줄 알았지만 해봤어 아이튠즈 백업 화가 난다
0,코로나 확진자 발생 이제는 화가 난다 사회적 거리두기 실천
0,개똥개똥개짜잉나팔은벌어지고그래도스트라이크라서내몸은내몸이아니여목요일반차볼링팀핫스팟볼린이신입모집중사이드롯데볼링장안산화가난다연습벌레준비중일상취미잠이안와엄지공주예약
